product_sku,comment_id,comment_text,name,good_type,good_subtype,tags
MP002XU03Q5S,"[381817524, 438715888, 413443438, 439760380, 379353104, 433574318, 382393767]","[""Вся коллекция классная "", ""Интересная серия, отличное качество у этого производителя, купила все предметы"", ""Классно. Колоритно. Для поклонников Мексики"", ""Все целое. Яркий дизайн"", ""Отличная мыльница яркой расцветки, размер фактический больше, чем кажется по фото. "", ""Все целое! Большая, удобная, стильная, необычная мыльница "", ""Красочная. ""]",Мыльница,Home_Accs,BATHROOM ACCESSORIES,Яркий дизайн; Необычная форма; Хорошее качество; Крупная
MP002XU00MVP,"[400836151, 382721383, 413641138, 399450257, 415875176]","[""Подошло идеально"", ""Хорошего качества "", ""Цвет отличается от карточки товара, просто серый, на картинке же листики кажутся зелеными."", ""Качественные, хороший материал "", ""Наволочки как на картинке. Все понравилось. Пока не стирала, но материал вроде вызывает доверие. ""]",Комплект наволочек декоративных,Home_Accs,DECOR,Хороший материал; Вызывает доверие; Цвет отличается
RTLADW104601,"[395614349, 423103282, 434177289, 398583073, 428413586, 400684490]","[""Хоршо сидят! Приятный хлопок!"", ""Приятная ткань . Хорошо в стирке  "", ""Хорошие наволочки, плотный хлопок. "", ""Качество отличное "", ""Ткань хорошая, плотная и стираются отлично!"", ""Хорошие наволочки и красивые""]",Наволочки 2 шт.,Home_Accs,BED LINEN,Приятный хлопок; Плотный хлопок; Хорошо стираются; Качественная ткань
MP002XU08MCE,"[412894912, 438002744, 433744743, 437124670]","[""Мне нравится такое белье, я его уже покупаю много лет, очень довольна"", ""Качественная и приятная приятная ткань, легко гладится"", ""Понравился материал "", ""Хорошее. Но я думала что будет всё же мягче. ""]",Постельное белье Евро,Home_Accs,BED LINEN,Приятная ткань; Качественная ткань; Легко гладится; Мягкая ткань
RTLADW800101,"[387628484, 399654134, 394024061, 381482908, 415447676, 391310991]","[""Интересный оттенок "", ""Не поняла как пользоваться , цвет класс "", ""Качество супер, губы не склеивает, они блестят  Рекомендую к покупке "", ""Хорошо увлажняет, не растекается"", ""Очень хороший бальзам . Удобный тюбик . Цвет не липнет к губам "", ""Очень приятный цвет, легко наносится""]",Бальзам оттеночный для губ,Beauty_Accs,MAKE-UP LIPS,Удобный тюбик; Увлажняет; Не склеивает губы; Не растекается; Легко наносится; Блестит
MP002XU08XNK,"[426925379, 412345213, 433763546, 413810413, 434527997]","[""Купила диффузор мужу в машину, зараза нет совсем, хотя площадь салона в машине совсем не такая, как площадь, на которую он рассчитан. Разочаровалась. Запах приятный, жалко только что не передает аромат в воздух "", ""Прекрасный запах"", ""Приятный аромат "", ""Пришло все целое "", ""Запах супер, но через 2 недели уже закончился""]",Аромадиффузор,Home_Accs,AROMA ACCESSORIES,Приятный аромат; Короткая длительность; Слабое распространение
MP002XU0DD1X,"[378549283, 418034949, 379884977, 434536742, 397307953, 415439712, 433959102]","[""Отличные полотенца. Взяла уже третий набор ."", ""Симпатичные полотенца"", ""Брал в подарок, подарок понравился. Полотенца плотные, добротные, цвет приятный."", ""Полотенца плотные, мягкие, цвет очень красивый. Комплект красиво упакован, брала на подарок "", ""Это третий мой комплект таких полотенец. Очень нравятся "", ""Брала на подарок, отлично упакованы. Хорошо впитывают, цвет соответствует фото. "", ""качественные""]",Полотенца 3 шт.,Home_Accs,HOME TOWELS,
MP002XU0CTYV,"[405332669, 403393470, 407337165, 429326250, 402832702, 415209870, 398595069]","[""Стильные красивые вешалки, очень довольна."", ""Красивые , выполнены качественно. "", ""Красивые заказала еще"", ""Удобные хорошие плечики"", ""Красивый дизайн, заказал 5 шт, и на всех по середине была трещина. Брак"", ""Оригинальный дизайн "", ""Весёлая. Ещё куплю.""]",Плечики,Home_Accs,STORAGE,Стильные; Качественные; Оригинальный дизайн; С трещиной
MP002XU004VL,"[422883744, 422183492, 422196981, 426916433, 422385291]","[""Своих денег стоит, все на высоком уровне "", ""Придраться не к чему, хороший рюкзак. Те, кто ищет на каждый день вещь - берите, точно не ошибетесь и не разочаруетесь "", ""Вместительный, из старого рюкзака все влезло. На спине отлично сидит "", ""Распределение нагрузки хорошее, ничего не давит, носить очень комфортно"", ""За свою цену отличный вариант. Качество и внешний вид на уровне""]",Рюкзак,Bags,BACKPACKS,Высокое качество; Комфортное распределение нагрузки; Вместительный; Хорошая посадка на спине
RTLADZ592201,"[410904404, 432069670, 394484381, 400683799]","[""Качество исполнения , дизайн, цвет соответствовал фотографии. "", ""Очень крутая кепка ,яркая и качественная ,я влюбилась "", ""Отличная, красивая бейсболка. Жена носит с удовольствием. Рекомендую. Спасибо, Lamoda!"", ""Кепку доставили плохо упакованой,помятая и потеряла форму,расцветка летняя симпатичная""]",Бейсболка,Accs,HEADWEAR,Яркая расцветка; Летняя коллекция; Помялась при доставке
MP002XU0D6QO,"[405668657, 394015737, 389448191, 382874783]","[""Очень тонкое, не выкупила"", ""Приятные, довольно плотные на ощупь. Пока не использованы, надеюсь, после стирки не станут хуже)"", ""Полотенце приятное и хорошо впитывает воду"", ""Хорошее полотенце ""]",Полотенце,Home_Accs,HOME TOWELS,
MP002XW0IQFO,"[419734566, 428046041, 388376110, 430419287, 439760504]","[""Сумка отлично держит форму, за полгода очень активного пользования выглядит отлично"", ""Сумка хорошая а доставка сомнительная. \nНету 3 элементов от сумки. "", ""Шикарная сумка я в восторге."", ""Просто любовь "", ""Это восторг ! ""]",Сумка и брелок,Bags,BAGS,Держит форму; Прочная; Качественный материал
MP002XU031TO,"[439176765, 426403023, 413451820, 429767030]","[""Дочь спросила-чем воняет, а нам нравится аромат)"", ""Аромат не резкий. Немного есть химического привкуса. "", ""Стойкий и ненавязчивый аромат трав "", ""Запах своеобразный, на любителя. Держится хорошо""]",Спрей ароматический,Home_Accs,AROMA ACCESSORIES,Стойкий аромат; Ненавязчивый; Химический привкус; На любителя
MP002XU09263,"[424356515, 426026698, 430239305, 434937010, 427296481]","[""Хорошая доска  рекомендую"", ""Внешне все отлично, отзыв дополню после использования "", ""Удобная, стильная, хороший размер"", ""Высокое давление качество! Класс!"", ""неплохая доска с интересными бортами""]",Доска разделочная,Home_Accs,KITCHEN UTENSILS,Удобная; Стильная; Высокое качество; С бортами
RTLADY913801,"[410923057, 387123240, 412623896, 409051935, 422184418, 398914249, 407990791, 407640216, 407480941, 408522088, 413627325, 401633629, 411831594, 412639853, 423466754, 398428994]","[""Отличная бейсболка"", ""Серьезная кепка"", ""Очень Крутая кепка ) "", ""Хорошая кепка. Но не подошла, к сожалению"", ""Очень хорошая , качественная кепка , рекомендую к покупке !"", ""Очень крутая  сидит идеально, смотрится супер "", ""По району гонять пойдёт "", ""Качество бейсболки хорошее, села как надо, муж доволен"", ""Качественная бейсболка, сдержанный стиль "", ""Идеальная кепка"", ""Блестит ткань, на голове какие то пузыри из-за неровного прошитого шва!!! Брак, но для Ламоды как оказалось товар отличного качества "", ""Классная кепка, глубокая. Смотрится стильно. Рекомендую. Одну звезду сняла за то, что ремешок скользит, не фиксируется "", ""Отличная кепка, на большую голову нормально"", ""Стильная хорошая "", ""Как всегда "", ""Отличная кепка""]",Бейсболка,Accs,HEADWEAR,Качественная ткань; Стильный дизайн; Глубокая посадка; Скрывается шов; Слайдер ремешка
MP002XU0D5G2,"[431874015, 411527124, 385297760, 378686293]","[""Обычная подушка. Мягкая. Все устроило. Рекомендую. "", ""Очень удобная"", ""Отличная! За свои деньги топ"", ""Подушка отличная. Высокая. Жесткая - это плюс. Другие были более мягкие. Брала за ~1800""]",Подушка,Home_Accs,SOFT BEDDING,Мягкая; Высокая; Жесткая
RTLADG255902,"[380061679, 387889464, 380748913, 381661022]","[""Чуть большемерят. Мягкие "", ""Отличные удобные кроссовки"", ""На свой 38 всегда у адидасов беру 37,5. Скрипели примерно час хождения по офису, потом прошло. Легкие, удобные. Белые настолько белые, что «белые» носки смотрятся грязными, а не белыми))"", ""Удобные, красивые. Беру уже вторые""]",Кроссовки,Shoes,SPORT SHOES,Мягкие; Легкие; Скрипят; Очень белые
MP002XC01WZN,"[389949951, 391302263, 412351390, 431263606]","[""Очень интересный набор, упаковка мятая "", ""Очень классный набор, стоит своих денег. Дочка играет с удовольствием. Рекомендую. "", ""Хороший набор "", ""Классный набор ""]",Набор игровой,Toys,PRETEND PLAY,
MP002XC01NLW,"[416684027, 423649885, 416416184, 383038495, 411503569, 416144694]","[""Маленький, заряжается быстро и даёт чувство уюта"", ""Миленькая вещица "", ""Очень крутой светильник, стильный, проста использовании, удобно заряжается, приятный свет "", ""Это не светильник, это игрушка. Малюсенький совсем. "", ""Приятный теплый свет"", ""Милаха,брала в поездку ,просто прелесть  ""]",Светильник настольный,Home_Accs,LIGHTING,Компактный; Быстрая зарядка; Теплый свет; Удобное использование; Портативный
MP002XW180PY,"[392951107, 382548929, 389121827, 381822545, 392944727, 390993235, 392132232]","[""Сумка классная,но вместо матовой кожи прислали лаковую.Поэтому отказ.Хотела две сумочки в одном стиле из одинаковой кожи-большую и маленькую.Ушла с одной большой из пункта выдачи.Огорчена."", ""Сумка классная, вместительная и при этом не громоздкая. Сшита аккуратно, вся фурнитура в пленке. Доставили сумку, бережно упаковав в коробку. Ожидание совпало с реальностью. Есть один минус: на второй день перестал работать основной замок, разошелся("", ""Отличное качество, презентабельный вид. За счет мягкости, не кажется супер большой. Довольна. Рекомендую) "", ""Фото соответствует реальности, очень стильная и качественная сумка, вторая от этого бренда. Рекомендую"", ""Сумка классная,большая.Такая,как и нужна была.Заказвала большую и маленькую.К сожалению маленькая приехала из лаковой кожи,огорчение."", ""Сумка очень нравится, ношу уже пару месяцев практически каждый день, состояние отличное, качество хорошее. Дизайн супер. Единственный минус - несмотря на то, что достаточно большая по размеру, не слишком вместительная, на мой взгляд. "", ""Моя любовь ""]",Сумка,Bags,BAGS,Лаковая кожа; Мягкая кожа; Аккуратная пошивка; Качественная фурнитура; Вместительная; Стильный дизайн; Проблемы с замком
RTLAED215601,"[406288776, 406289604, 426553934, 402301946]","[""Качественная, смотрится стильно, удобная. Но цвет не чисто белый, больше молочный с серым. "", ""Очень красивая, элегантная, но не слишком строгая. Дно плотное, за счет чего сумка не смотрится мешком. Хорошая кожа, качественная фурнитура, люблю сумки этой фирмы)"", ""Отличная сумка. Внутри 1 карман на замке, один без замка. Приятная на ощупь. Пришла посылка в фирменном чехле"", ""Сумочка отличного качества, средняя по размеру, смотрится отлично,но надпись логотипа через три дня носки  начала стираться, это расстроило.""]",Сумка,Bags,BAGS,Качественная кожа; Плотное дно; Фурнитура прочная; Элегантный дизайн; Внутренние карманы; Логотип стирается
MP002XU08CZE,"[385454014, 383035921, 396816490, 418190429, 415663331, 436617739, 421184728, 424523418, 387783817, 403951260, 409980208, 383031527]","[""Красивые , заказываю второй раз"", ""Отличное качество"", ""Яркие, посмотрим, что будет после стирки"", ""Неплохие полотенца, со своей ролью справляются хорошо"", ""На фото лучше, чем в жизни. Обыкновенные полотенца с завышенной ценой. Не выкупила"", ""Хорошие кухонные полотенца, цвет как на фото. Ранее купила прихватки такого цвета, теперь с полотенцами полный комплект."", ""Качественные полотенца. "", ""Красивые и удобные"", ""Хорошо качество, принт соответствует"", ""Обычные кухонные полотенца, после стирки не полиняли, форму держат."", ""Отличные! Весёленькие!"", ""Качество хорошее.""]",Набор полотенец кухонных,Home_Accs,HOME TOWELS,Отличное качество; Яркий принт; Не полиняли; Форму держат
MP002XW1377T,"[403590420, 382197874, 407470059, 378289129, 407178587]","[""Мой любимый рюкзак ,качество топ,спасибо за скидку"", ""Все классно, но смущает адский запах турецкого рынка. Ранее покупала сумки бренда и этого не было. "", ""Идеальный! Приятная кожа, красивый дизайн! "", ""Отличный рюкзак, как и все вещи бренда"", ""Очень удобный и качественный ""]",Рюкзак,Bags,BACKPACKS,Приятная кожа; Высокое качество; Удобный; Адский запах
MP002XU0DJ13,"[435634515, 396329957, 427307354, 380436080, 417445797]","[""+ термо стекло, чай заваривается ярче\n- конструкция, при наполнени 70% переливает на стол, а не в кружку\n- крышка разболталась за 1мес эксплуатации "", ""Отличный. Все продумано. Качественные материалы. Стоит своих денег. Смотрится стильно"", ""чайник, понравился, очень качественно сделан, стильный, не скользит, т.к. съёмная резиновая основа. Моется легко."", ""Клас довольно"", ""Получила заварочный чайник. Без логотипа на стекле, хотя на картинке  он есть. В видео он есть  Оформляю возврат для замены. Не решаюсь проверить качество стекла на подогрев. Возврат и замена.""]",Чайник заварочный,Home_Accs,TABLEWARE,Термостекло; Качественные материалы; Стильный дизайн; Не скользит; Съемная резиновая основа; Легко моется; Переливает при наполнении; Крышка разболталась
MP002XU0D6UK,"[420567043, 418387001, 410935972, 406991623, 424544672]","[""Отличный рюкзак, вместительный, рекоменду\nрекомендую"", ""Рюкзак хороший, только мне немного не повезло, расползлась тесьма на лямке в одном видном месте, видимо была пришита в самый притык. Зашил сам, но вид уже конечно не тот. А так рюкзак очень вместительный и смотрится очень стильно. Снял одну звезду именно за лямку"", ""Рюкзак очень понравился, много карманов. Решили будет для школы"", ""Качественный вместительный рюкзак"", ""Для школы супер. ""]",Рюкзак,Bags,BACKPACKS,
MP002XW18GBY,"[380597164, 412117413, 430428413, 391989100]","[""Запах приятный, консистенция тоже, при нанесении чуток колит местами, но в принципе не чувствуется, после нанесеня первый раз чуть чуть совсем пощипало, потом через минутку прошло. По эффекту работает, все как в описании, я довольна. Но помните, что эффект с первого раза не будет виден, нужно примерно неделю мазаться, и по началу не каждый день нужно мазать, а сначала 1-2 раза в неделю и постепенно увеличивать, не забывайте после этого увлажнить кожу"", ""Рабочий состав, с шелушением справился, рекомендую"", ""Про эффект от крема сказать ничего не могу. При нанесении, ожидаемо покалывает. Цвет бежево-коричневый. Удобный формат. "", ""Крем понравился.""]",Крем для лица,Beauty_Accs,FACE CARE,Покалывает при нанесении; Пощипывает при первом использовании; Эффективен при регулярном применении; Бежево-коричневый цвет; Удобный формат; Справляется с шелушением
RTLADD873601,"[388366726, 387125571, 388199732, 389452694, 415684131, 386464534, 389638056]","[""Замечательный рюкзак"", ""Качество хорошее, лёгкий, удобный"", ""Отличный вариант, удобный с качественной фурнитурой"", ""Все хорошо, доволен"", ""Качество бомба"", ""Хороший рюкзак, вместительный!"", ""За такую цену понравилось все. Брала 2 в разных цветах себе и мужу для фитнесс-клуба""]",Рюкзак,Bags,BACKPACKS,Лёгкий; Удобный; Качественная фурнитура; Вместительный; Хорошее качество
RTLADW415301,"[436356583, 400847079, 401017270, 411187829]","[""Крутая обувь, модного зеленого цвета \nОчень мягкие и удобные в носке) "", ""Удобные, красивые. Доволен"", ""Очень понравились! Большемерят, берите на размер меньше вашего стандартного размера."", ""Прост о супер качество ""]",Кеды,Shoes,SPORT SHOES,Мягкие; Удобные; Высокое качество; Большемерят
ER013LWJJGS0,"[394822731, 393142445, 405499329, 386615308, 397755660, 406822556, 410226300, 381469687, 406291321, 408713224, 384445805, 394998391, 392725508, 415220402, 411197870]","[""самый лучший сс крем"", ""Идеально убирает покраснения, очень легкая текстура, раздражения не моей очень чувствительной коже не вызвал) "", ""Рекомендую "", ""Отличный крем ,без сильного оттенка и сглаживает тон кожи. Вообще не пользуюсь тональными ,а этот  идеально для натуральности ,супер просто "", ""Легкая текстура, быстро впитывается"", ""Это мой фаворит! Все несовершенства скрывает"", ""Как всегда супер"", ""Покраснения перекрывает , выравнивает тон кожи "", ""Маскирует покраснение"", ""Любимый крем, нет эффекта маски"", ""Этот крем вне конкуренции, просто лучший. Корректирует, не утяжеляя "", ""Отличный крем "", ""Незначительные покраснения скрывает отлично, выравнивает тон"", ""Беру не в первый раз, довольна \n"", ""Решает все проблемы с кожей - давольно ""]",CC-Крем для лица,Beauty_Accs,MAKE-UP FACE,Легкая текстура; Быстро впитывается; Скрывает покраснения; Выравнивает тон; Без эффекта маски; Для чувствительной кожи; Натуральный вид; Не утяжеляет
MP002XU08QYB,"[392554721, 409977803, 384791470, 416884142]","[""Очень красивая ваза. Еще и скидка была наиприятнейшая. "", ""Отличное качество! Доставка супер! Очень довольна заказанным товаром!"", ""Симпатичная вазочка. Размер средний"", ""Это был мой первый заказ.  К сожалению скол на вазе. Не удивительно,  т.к хрупкая вещь,  была очень плохо упакована.""]",Ваза,Home_Accs,DECOR,Хрупкая; Плохо упакована; Симпатичная
RTLAEK011701,"[427314809, 426564811, 429774576, 423659870, 422546175, 437112934]","[""Очень мягкие , качественные . Советую брать на пол размера меньше "", ""Комфортные. Самое то на осень. "", ""Отличные кеды, брали на мокрую погоду. Со своими задачами справляются прекрасно. Как и все кеды этой серии немного большемерят"", ""Очень понравились,но большемерят,перезаказали"", ""Удобные, стильные, в размер "", ""Оригинал \nПрикольные ""]",Кеды,Shoes,SPORT SHOES,Мягкие; Качественные; Большемерят; Удобные; Стильные; На мокрой поверхности; Оригинал
MP002XW10APM,"[389954233, 405327979, 409977841, 392124014, 410940211]","[""Аллергии не было. Wow эффекта не было, но после использования лицо выглядит свежо "", ""Не заметила эффекта, кажется что синяки стали более выраженными "", ""Хороший бренд ! Взяла впервые ."", ""Понравились патчи. Полностью выполняет свою функцию. Рекомендую "", ""Отличные патчи, рекомендую""]",Патчи для глаз,Beauty_Accs,EYES CARE,
MP002XW0PAN1,"[381818394, 389117660, 379534469, 398446917, 382382380, 380424085]","[""Не понравилась расческа. Очень жесткие зубчики, можно запросто поранить кожу головы."", ""Короткий ворс "", ""Компактная и удобная, волосы становятся гладкими, мне нравится, спасибо!"", ""Расчесочка очень приятная,держать в руке,выпускать не хочется,но пластиковые щетинки чересчур острые,не комфортные для кожи,я смогла расчесаться ей только после того,как немного скруглила кончики наждаком, теперь моя самая любимая расческа для длинных волос"", ""Очень хорошо расчесывает волосы, даже влажные запутанные."", ""Маленькая и удобная расческа, для моей сумочки. Качество на высоте.""]",Расческа-щетка,Beauty_Accs,HAIR STYLING,Жесткие зубчики; Острые щетинки; Компактная; Удобная в руке; Хорошо расчесывает; Для влажных волос; Высокое качество
RTLADQ148401,"[386776504, 387308708, 390998833, 389789095, 379181139]","[""Шапка понравилась, качество хорошее, размер подошёл."", ""Хорошая. Не слишком теплая"", ""Шапка хорошая рекомендую "", ""Что 58, что 60 маломерит на 58 размер головы. Видимо, такой крой. Но, не мой вариант. Уши наполовину открыты."", ""Шапка хорошая, тëплая немного маломерит""]",Шапка,Accs,HEADWEAR,Хорошее качество; Недостаточно тёплая; Маломерит; Уши наполовину открыты
MP002XW0NLUF,"[428959534, 438001980, 425282742, 433757712, 433381767, 429775686]","[""Тушь выбирала по цвету, очень мне хотелось бордовую. Здесь оттенок где-то между бордовым и коричневым, но вполне понравился. Проблема - это консистенция. Жидкая, на щеточку набирается слишком много туши, все склеивается и не прочесывается. Жду, когда состав чуть подсохнет, а пока свежая - вообще никак не попользоваться. Продолжать знакомство с брендом дальше пока не хочется"", ""Ресницы как бархатные, не осыпается, легко смыть "", ""Хорошая тушь "", ""Не осыпается.  Отличная тушь.  Не склеивает.  Очень крутая. "", ""Мне понравилась )) зеленоглазым очень идет "", ""Тушь нормальная. Пока не поняла нравится ли мне такой оттенок на себе или нет, не привычно. Но совершенно точно не поняла ажиотажа вокруг нее""]",Тушь для ресниц,Beauty_Accs,MAKE-UP EYES,Жидкая консистенция; Склеивает ресницы; Не осыпается; Легко смывается; Бархатный эффект; Натуральный оттенок
RTLADK155401,"[394338380, 389950216, 395754798, 385645600]","[""Сумка отличная, красивая, небольшая, но документы и что-то мелкое помещается "", ""Сумка просто восторг! Она прелесть! \n"", ""Отличная маленькая сумочка"", ""Брал в подарок ""]",Сумка,Bags,BAGS,Небольшая; Красивая; Для документов
MP002XM009HV,"[390563085, 398080619, 383203448, 388535264, 385459644, 390840336, 418549272, 435132111]","[""Хороший крем.Правильный уход за кожей лица — залог молодости и красоты.  Высококачественный крем для лица обеспечивает необходимое питание и увлажнение.  Регулярное использование крема помогает защитить кожу от негативного воздействия окружающей среды.Вообщем Хороший крем,приятный."", ""Приятный не жирный, легко впитывается "", ""Отличный крем, увлажняет !!!"", ""Хороший крем. Хорошо впитывается. Не жирный.  О результатах говорить рано..."", ""Пока не пробовал."", ""Шикарный крем "", ""Хороший крем"", ""Неплохой аромат""]",Крем для кожи вокруг глаз,Beauty_Accs,EYES CARE,Не жирный; Легко впитывается; Увлажняет; Приятный аромат
RTLADK652801,"[439562156, 395607391, 429999350, 399105810, 407811022]","[""Понравился,выкупила "", ""Ремень понравился , но упаковка ужас!!! Вот так и заказывай на подарок\nПришло в обычном в целлофановом пакете , без коробки , пыльника и тп "", ""Отличный ремень"", ""Очень качественный ремень"", ""Стильный, лаконичный. Отличного качества""]",Ремень,Accs,BELTS,Качественный; Стильный; Лаконичный
RTLADZ967901,"[394343316, 382874264, 406435041, 397903119, 403377650, 405493866]","[""В жизни она ярче, очень удобная\n"", ""Форму держит средне, не жесткая и не сопливая. Длинновата, но все равно взяла. Цвет понравился "", ""Отлично вписалась в мой гардероб"", ""Большая ,вместительная,яркая. Качественно сшита,по  скидке вообще огонь!"", ""Отличная сумка, к покупке однозначно рекомендую"", ""Очень красивая и практичная сумка, смотрится дорого. ""]",Сумка,Bags,BAGS,Яркая; Удобная; Вместительная; Качественно сшита; Средняя жесткость; Дорого выглядит
MP002XU055AH,"[422183001, 386154260, 413193518, 386146100, 403160917, 383924400, 432463733, 385448366]","[""Очень хорошее"", ""Просто супер, очень приятное, конечно нужно постирать и подождать пару дней, но потом отличное. "", ""Оно красится первое время, ну и это не совсем сатин"", ""Более менее не прям вау"", ""Очень красивый комплект, не первый раз заказываю, всегда радует этот бренд."", ""Очень красивый комплект"", ""Поверила отзывам, но материал оказался не очень плотным. Из плюсов:цвет после стирки не изменится, на пододеяльнике молния. "", ""КрасивыеМягкое!""]",Постельное белье 2-спальное,Home_Accs,BED LINEN,Красивый комплект; Мягкое; Не очень плотное; Цвет не изменится; Молния на пододеяльнике; Красится первое время
RTLAEC346901,"[436144470, 404508449, 416416215, 431059022, 398254525, 388953541, 393674095, 397606539, 387463423, 418208121, 407654358, 395604378, 435146195, 435362563, 394169665, 410221029, 386782858, 403949090, 428788664, 416159586, 392561900, 390271721, 415009385, 433047087, 397904126, 413192282, 411837656]","[""Красивый нежно розовый оттенок)\nЛипкости нет)"", ""Брала на подарок .. как всегда  на уровне "", ""Понравился "", ""Любимый ♥️"", ""Блеск великолепный, подчёркивает натуральный цвет губ. Покупаю сразу несколько, очень удобно в разные  сумочки. Рекомендую."", ""Добрый день!\nБлеск супер , рекомендую к покупке))"", ""Хороший, не липкий, нежно-розовый"", ""Хороший боеск, ухаживает за губами, рекомендую)"", ""Я обожаю эти блески , уже не первый в моей косметичке. Очень нежно ложится на губы, создает легкий оттенок  и увлажняет . Рекомендую "", ""Понравился "", ""Все очень вкусно, спасибо "", ""Мягкая текстура, цвет не броский. "", ""Не липкий, хорошо увлажняет, не растекается, приятный аромат. Мне очень понравился! "", ""отличный блеск для губ"", ""Отличная  Куплю ещё другого цвета."", ""Отличный блеск, приятный аромат"", ""Открыла для себя блески clarins около 1.5 лет назад, с тех пор пользуюсь только им, каждый день по несколько раз. У меня тон 19, обычный нюдовый. Сильного цвета не придает, но делает губы ярче, чувственными, может, немного \""тинтит\"".  В расхоже экономичный, я полностью израсходовала 1 тюбик, сейчас пользуюсь вторым,притом что ,правда,каждый день наношу. Обычно зимой я всегда обветривала губы ,и они начинали трескаться.  Как начала пользоваться этим блеском, губы постоянно увлажненные и защищенные.  Аромат очень приятный и ненавязчивый, только из-за него стоит наносить чаще.  Ваш м.ч.,думаю,тоже оценит ;)"", ""Классный, в этом цвете почти не отличается от моего натурального цвета губ, делает их в самую малость розовее и еще визуально делает мои белые зубы еще белее. Прикольный запах сливочного крема"", ""Разные оттенки, самый любимый блеск "", ""Отличный кодовый бальзам для губ. Беру не в первый раз, для повседневного образа отлично!"", ""В третий раз беру. Базовый."", ""Заказывала в подарок, все пришло в целости."", ""Как всегда супер"", ""Купил жене в подарок,ей все понравилось "", ""Любимый блеск, еще и увлажняет губы"", ""красивый, блестящий цвет. не собирается со временем белым налетом на губах"", ""Мой любимый, обожаю. Увлажняет губы""]",Блеск для губ,Beauty_Accs,MAKE-UP LIPS,Нежно-розовый оттенок; Не липкий; Увлажняет губы; Приятный аромат; Мягкая текстура; Натуральный цвет; Не собирается белым налетом; Ненавязчивый цвет
MP002XW0JVGN,"[419918263, 409490415, 410224743, 408881654, 408165685, 410931467]","[""Регина попробовать данный спрей! Ме понравился! Хороший пульверизатор, само средство хорошо распределяется и приятно пахнет! Волосы отлично выглядят после него! Рекомендую "", ""Лучшее средство "", ""Волосы после спрея легко расчесываются"", ""Не липкий ,тонкий аромат !Волосы не жирник,идеален "", ""упаковали хорошо,спрей супер "", "" Хороший спрей не липкий ""]",Спрей для волос,Beauty_Accs,HAIR CARE,Хорошо распределяется; Приятный аромат; Не липкий; Не жирные волосы; Легко расчесывается
RTLADU901001,"[384977221, 400522711, 427104874, 437779808]","[""Кроссовки куплены для спортзала, сели хорошо, тренироваться удобно. На длину стопы 27 см выкупили 10US. К покупке рекомендую."", ""Всё хорошо"", ""Изделие очень хорошее и качественное. Но, к сожалению, очень жёсткое, нога сидит очень плотно, как в тисках. Может для какого вида спорта это и хорошо, но для повседневки носить их - пытка. А так, конечно, очень красивые, сделаны очень качественно, смотрятся на ноге замечательно."", ""Кроссовки очень прочные и качественные. Муж доволен. Для игры в баскетбол просто идеальны.""]",Кроссовки,Shoes,SPORT SHOES,Высокое качество; Жесткие; Плотная посадка; Удобные для спорта; Прочные
RTLADM051401,"[438968853, 407655502, 426920061, 393141528, 425094265, 407340518, 421555210, 424003953, 388944720, 422883925, 430841342, 426028019, 406127070, 426927146, 400200179, 407338494, 415657669, 388045068]","[""Ношу сумку каждый день, очень вместительная, сидит удобно, шею не режет."", ""Массивная, много чего поместится "", ""неплохая сумка "", ""Большая, удобная \n"", ""хорошая, ткань не сильно плотная, размер самое то не крупная, но и не мелкая"", ""Сумка удобная и вместительная"", ""Качественная сумка"", ""Не хватает подкладки внутри самой сумки для поддержания структуры и внутри нет корманчиков. А так пойдёт. "", ""Сумка большая, два кармана. В поездке очень пригодилась"", ""очень вместительная!"", ""Большая и вместительная сумка, выглядит отлично\nПришла в прозрачном пакете "", ""Подходит ко многим образам. Достаточно вместительная, универсальная. Качественный пошив, приятный материал."", ""очень хорошая за такую цену, удобная, размер хороший и очень вместительная"", ""Хорошая сумка, стильная . Наконец-то свободны карманы"", ""С таким скидосом, просто потрясающая сумка)"", ""Хорошая сумка по адекватной цене!"", ""Брал в подарок племяннику , ему понравилось "", ""Отличная сумка, хорошего качества""]",Сумка поясная,Bags,BAGS,Вместительная; Удобная; Качественный пошив; Приятный материал; Без внутренних карманов; Без подкладки; Универсальная
